Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude,Crash_Latitude,Crash_Street,Crash_Street_Intersecting,State_Road_Name,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,DCA_Key_Approach_Dir,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other
365728,Medical treatment,2018,October,Tuesday,10,Sideswipe,Multi-Vehicle,153.026152030036,-27.5019964453214,Fairfield Rd,Fenton St,,Fairfield,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Fairfield - Dutton Park,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - Cross,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,306.0,Veh'S Same Direction: Lane Change Right,Lane changes,N,0,0,1,0,1,2,0,0,0,0,0,0
365729,Medical treatment,2018,October,Friday,8,Angle,Multi-Vehicle,153.021418029377,-27.5112454449193,Archibald St,Byrnes St,,Fairfield,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Fairfield - Dutton Park,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - Cross,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101.0,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,E,0,0,3,1,4,2,0,0,0,0,0,0
365730,Medical treatment,2018,October,Friday,15,Rear-end,Multi-Vehicle,153.034416028516,-27.5069994461906,Ipswich Rd,Unknown,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,S,0,0,1,0,1,3,0,0,0,0,0,0
365731,Medical treatment,2018,October,Sunday,16,Sideswipe,Multi-Vehicle,153.043024026649,-27.5144514471141,Pacific Hwy,Unknown,South-East Arterial Road (Pacific Motorway),Greenslopes,Brisbane City,4120,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Greenslopes,Holland Park - Yeronga,Brisbane - South,Major Cities,Greenslopes,Griffith,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,300.0,Veh'S Same Direction: Other,Other,W,0,0,3,0,3,2,0,0,0,0,0,0
365732,Medical treatment,2018,October,Monday,7,Hit pedestrian,Hit pedestrian,153.024384029748,-27.5057844451738,Home St,Victoria St,,Fairfield,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Fairfield - Dutton Park,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - Cross,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,3.0,Ped'N: Far Side Vehicle Hit From Left,Pedestrian,W,0,0,1,0,1,1,0,0,0,0,1,0
365733,Hospitalisation,2018,November,Thursday,16,Angle,Multi-Vehicle,153.036702028682,-27.5037404463944,Juliette St,King St,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Moreton,Locally-controlled,Intersection - Cross,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,101.0,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,W,0,2,0,0,2,2,0,0,0,0,0,0
365734,Medical treatment,2018,November,Thursday,6,Rear-end,Multi-Vehicle,153.039149185425,-27.5036930126398,Pacific Hwy,Unknown,South-East Arterial Road (Pacific Motorway),Greenslopes,Brisbane City,4120,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,Greenslopes,Moreton,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,N,0,0,2,1,3,3,0,0,0,0,0,0
365735,Hospitalisation,2018,November,Saturday,22,Hit parked vehicle,Single Vehicle,153.020066756867,-27.5164374008246,Park Rd,Unknown,,Yeronga,Brisbane City,4104,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Yeronga,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Grade,601.0,Veh'S On Path: Parked,Hit parked vehicle,S,0,1,0,0,1,3,0,0,0,0,0,0
365736,Minor injury,2018,November,Saturday,18,Rear-end,Multi-Vehicle,153.038687662789,-27.5091188166363,Pacific Hwy,Unknown,South-East Arterial Road (Pacific Motorway),Greenslopes,Brisbane City,4120,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Smoke/Dust,Darkness - Lighted,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,N,0,0,0,1,1,1,0,0,0,0,0,0
365737,Hospitalisation,2018,November,Saturday,9,Hit pedestrian,Hit pedestrian,153.034338028978,-27.5034094461544,Ipswich Rd,Juliette St,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1.0,Ped'N: Near Side Vehicle Hit From Right,Pedestrian,N,0,1,0,0,1,1,0,0,0,0,1,0
365738,Hospitalisation,2018,November,Saturday,23,Angle,Multi-Vehicle,153.030978260016,-27.5138859998998,Waterton St,Unknown,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Crest,202.0,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,W,0,2,0,0,2,2,0,0,0,0,0,0
365739,Medical treatment,2018,November,Wednesday,1,Rear-end,Multi-Vehicle,153.021778029179,-27.5125084449654,Fairfield Rd,Venner Rd,,Fairfield,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Yeronga,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,302.0,Veh'S Same Direction: Left Rear,Rear-end,W,0,0,1,0,1,2,0,0,0,0,0,0
365740,Hospitalisation,2018,November,Wednesday,18,Angle,Multi-Vehicle,153.019500029228,-27.514062444749,Fairfield Rd,Hyde Rd,,Yeronga,Brisbane City,4104,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Yeronga,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - T-Junction,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Grade,202.0,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,S,0,1,1,0,2,2,0,0,0,0,0,0
365741,Medical treatment,2018,November,Wednesday,23,Sideswipe,Multi-Vehicle,153.03179102822,-27.5115764459632,Clive St,Ipswich Rd,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,307.0,Veh'S Same Direction: Lane Change Left,Lane changes,N,0,0,1,0,1,3,0,0,0,0,0,0
365742,Hospitalisation,2018,November,Thursday,18,Hit pedestrian,Hit pedestrian,153.026853028534,-27.513293445481,Venner Rd,Unknown,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1.0,Ped'N: Near Side Vehicle Hit From Right,Pedestrian,W,0,1,0,0,1,1,0,0,0,0,1,0
365743,Minor injury,2018,December,Monday,13,Rear-end,Multi-Vehicle,153.034729029153,-27.5016934461801,Brisbane St,Ipswich Rd,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Moreton,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,303.0,Veh'S Same Direction: Right Rear,Rear-end,N,0,0,0,1,1,2,1,0,0,0,0,0
365744,Hospitalisation,2018,December,Tuesday,9,Fall from vehicle,Single Vehicle,153.024418030113,-27.5028664451542,Stimpson St,Unknown,,Fairfield,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Fairfield - Dutton Park,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,705.0,Off Path-Straight:Out Of Control On Cway,Out of control on straight,E,0,1,0,0,1,0,1,0,0,0,0,0
365745,Medical treatment,2018,December,Monday,20,Sideswipe,Multi-Vehicle,153.027586027621,-27.5198974456067,Ipswich Rd,Unknown,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Yeronga,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,307.0,Veh'S Same Direction: Lane Change Left,Lane changes,S,0,0,1,0,1,1,0,1,0,0,0,0
365746,Medical treatment,2018,December,Saturday,13,Angle,Multi-Vehicle,153.030516027894,-27.5152414458641,Chester Rd,Ipswich Rd,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - Cross,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104.0,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,S,0,0,1,0,1,2,0,0,0,0,0,0
365747,Medical treatment,2019,January,Sunday,18,Rear-end,Multi-Vehicle,153.015716029045,-27.5187354444062,Yeronga St,Unknown,,Yeronga,Brisbane City,4104,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Yeronga,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,303.0,Veh'S Same Direction: Right Rear,Rear-end,E,0,0,1,0,1,2,0,0,0,0,0,0
365748,Hospitalisation,2019,January,Wednesday,17,Hit pedestrian,Hit pedestrian,153.038930027194,-27.5136264466963,Arnwood Pl,Ekibin Rd,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,3.0,Ped'N: Far Side Vehicle Hit From Left,Pedestrian,W,0,1,0,0,1,1,0,0,0,0,1,0
365749,Fatal,2019,January,Wednesday,21,Hit pedestrian,Hit pedestrian,153.034596724566,-27.5064517092044,Ipswich Rd,Unknown,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Grade,3.0,Ped'N: Far Side Vehicle Hit From Left,Pedestrian,,1,0,0,0,1,1,0,0,0,0,1,0
365750,Medical treatment,2019,February,Monday,16,Angle,Multi-Vehicle,153.026152030036,-27.5019964453214,Fairfield Rd,Fenton St,,Fairfield,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Fairfield - Dutton Park,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - Cross,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,101.0,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,N,0,0,1,0,1,1,1,0,0,0,0,0
365751,Medical treatment,2019,February,Monday,12,Rear-end,Multi-Vehicle,153.026378030164,-27.5007944453345,Fairfield Rd,Princess St,,Fairfield,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Fairfield - Dutton Park,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,Locally-controlled,Intersection - Cross,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,301.0,Veh'S Same Direction: Rear End,Rear-end,N,0,0,2,0,2,2,0,0,0,0,0,0
365752,Hospitalisation,2019,February,Monday,15,Angle,Multi-Vehicle,153.033791028449,-27.5080614461362,Ipswich Rd,Junction Tce,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Crest,202.0,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,N,0,1,0,0,1,2,0,0,0,0,0,0
365753,Hospitalisation,2019,February,Monday,11,Angle,Multi-Vehicle,153.024306029486,-27.5079244451829,Brougham St,Home St,,Fairfield,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Fairfield - Dutton Park,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - Cross,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,102.0,Veh'S Adjacent Approach: Right-Thru,Intersection from adjacent approaches,W,0,1,0,0,1,2,0,0,0,0,0,0
365754,Hospitalisation,2019,February,Tuesday,12,Hit object,Single Vehicle,153.030780176043,-27.5138398148796,Ipswich Rd,Unknown,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703.0,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,N,0,1,0,0,1,1,0,0,0,0,0,0
365755,Medical treatment,2019,February,Wednesday,8,Angle,Multi-Vehicle,153.030533170465,-27.5186298128926,Cracknell Rd,Unknown,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,408.0,Veh'S Manoeuvring: Entering From Footway,Vehicle leaving driveway,W,0,0,1,0,1,1,0,0,0,1,0,0
365756,Medical treatment,2019,February,Friday,7,Rear-end,Multi-Vehicle,153.03905502831,-27.5046834466382,Pacific Hwy,Unknown,South-East Arterial Road (Pacific Motorway),Greenslopes,Brisbane City,4120,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Greenslopes,Holland Park - Yeronga,Brisbane - South,Major Cities,Greenslopes,Griffith,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,N,0,0,1,0,1,3,0,0,0,0,0,0
365757,Medical treatment,2019,February,Monday,5,Angle,Multi-Vehicle,153.031052029364,-27.5031514458224,Annerley Rd,Unknown,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,307.0,Veh'S Same Direction: Lane Change Left,Lane changes,N,0,0,1,0,1,2,0,0,0,0,0,0
365758,Hospitalisation,2019,March,Monday,7,Angle,Multi-Vehicle,153.026331028603,-27.5131974454278,Clara St,Venner Rd,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,408.0,Veh'S Manoeuvring: Entering From Footway,Vehicle leaving driveway,W,0,1,0,0,1,1,0,0,0,1,0,0
365759,Minor injury,2019,March,Monday,7,Sideswipe,Multi-Vehicle,153.032342028912,-27.5056294459715,Annerley Rd,Laurier St,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Moreton,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,408.0,Veh'S Manoeuvring: Entering From Footway,Vehicle leaving driveway,N,0,0,0,1,1,1,0,0,0,1,0,0
365760,Medical treatment,2019,March,Friday,23,Angle,Multi-Vehicle,153.027514028653,-27.5117884455355,Lagonda St,Unknown,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Dip,207.0,Veh'S Opposite Approach: U-Turn,U-turn,N,0,0,1,0,1,1,0,0,0,1,0,0
365761,Hospitalisation,2019,March,Monday,15,Angle,Multi-Vehicle,153.033733028096,-27.5109034461529,Blacket St,Dudley St E,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - T-Junction,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Crest,101.0,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,S,0,1,0,0,1,1,0,0,0,1,0,0
365762,Hospitalisation,2019,March,Tuesday,18,Angle,Multi-Vehicle,153.038706028427,-27.5040564465982,Duke St,Juliette St,South-East Arterial Road (Pacific Motorway),Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Moreton,State-controlled,Intersection - Cross,Operating traffic lights,0 - 50 km/h,Sealed - Wet,Clear,Darkness - Lighted,Straight,Grade,101.0,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,W,0,1,1,0,2,2,0,0,0,0,0,0
365763,Hospitalisation,2019,March,Sunday,22,Sideswipe,Multi-Vehicle,153.028730487636,-27.518806828713,Ipswich Rd,Unknown,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Grade,307.0,Veh'S Same Direction: Lane Change Left,Lane changes,E,0,1,0,0,1,0,1,0,0,0,0,1
365764,Medical treatment,2019,April,Saturday,11,Angle,Multi-Vehicle,153.036702028682,-27.5037404463944,Juliette St,King St,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Moreton,Locally-controlled,Intersection - Cross,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,107.0,Veh'S Adjacent Approach: Thru-Left,Intersection from adjacent approaches,W,0,0,1,0,1,2,0,0,0,0,0,0
365765,Medical treatment,2019,April,Thursday,9,Rear-end,Multi-Vehicle,153.034404029018,-27.5030364461581,Ipswich Rd,Unknown,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Moreton,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,,0,0,1,0,1,0,0,0,1,0,0,0
365766,Hospitalisation,2019,April,Friday,16,Hit object,Single Vehicle,153.030861028031,-27.5138694458879,Ipswich Rd,Venner Rd,,Annerley,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Annerley,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,703.0,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,S,0,1,0,0,1,1,0,0,0,0,0,0
365767,Minor injury,2019,April,Tuesday,8,Angle,Multi-Vehicle,153.019500029228,-27.514062444749,Fairfield Rd,Hyde Rd,,Yeronga,Brisbane City,4104,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Yeronga,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,202.0,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,S,0,0,0,1,1,2,0,0,0,0,0,0
365768,Hospitalisation,2019,April,Thursday,10,Angle,Multi-Vehicle,153.023417126304,-27.5021993240484,Brisbane Corso,Unknown,,Fairfield,Brisbane City,4103,Annerley,South Brisbane,Brisbane,SEQ South,Metropolitan,Fairfield - Dutton Park,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,308.0,Veh'S Same Direction: Right Turn S/Swipe,Parallel lanes turning,N,0,2,0,0,2,1,0,0,0,2,0,0
